gene_name,gene_id,num_codewords,num_probesets,protein_name,location,cell_type,cellchat_pathway
Aim2,ENSMUSG00000037860,2,2,Interferon-inducible protein AIM2 (Interferon-inducible protein 210) (Ifi-210) (Interferon-inducible protein p210),Cytoplasm,,
Aip,ENSMUSG00000024847,2,2,AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein),Cytoplasm,,
Aire,ENSMUSG00000000731,2,2,Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein homolog) (APECED protein homolog),Nucleus,,
Ajuba,ENSMUSG00000022178,2,2,LIM domain-containing protein ajuba,Cytoplasm,,
Ak4,ENSMUSG00000028527,2,2,"Adenylate kinase 4, mitochondrial (AK 4)",Mitochondrion matrix,,
Akap5,ENSMUSG00000021057,2,2,A-kinase anchor protein 5 (AKAP-5) (A-kinase anchor protein 150 kDa) (AKAP 150) (P150) (cAMP-dependent protein kinase regulatory subunit II high affinity-binding protein),Postsynaptic recycling endosome membrane,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;bronchial epithelial cell,
Akap9,ENSMUSG00000040407,2,2,A-kinase anchor protein 9 (AKAP-9) (Protein kinase A-anchoring protein 9) (PRKA9),Golgi apparatus,,
Akip1,ENSMUSG00000031023,2,2,A-kinase-interacting protein 1 (Breast cancer-associated gene 3 protein) (PKA-interacting protein) (Proline-rich protein BCA3),Nucleus,,
Akr1b3,ENSMUSG00000001642,2,2,,,mesothelial cell of pleura;mesothelial cell of visceral pleura;epithelial cell of prostate;luminal cell of prostate epithelium,
Akt1,ENSMUSG00000001729,2,2,RAC-alpha serine/threonine-protein kinase,Cytoplasm,Leydig cell,
Akt1s1,ENSMUSG00000011096,2,2,Proline-rich AKT1 substrate 1 (Proline-rich AKT substrate),Cytoplasm,,
Akt2,ENSMUSG00000004056,2,2,RAC-beta serine/threonine-protein kinase,Cytoplasm,,
Akt3,ENSMUSG00000019699,2,2,RAC-gamma serine/threonine-protein kinase,Nucleus,,
Aldh1a2,ENSMUSG00000013584,2,2,Retinal dehydrogenase 2 (RALDH 2) (RalDH2),Cytoplasm,mesothelial cell;mesothelial cell of pleura;mesothelial cell of visceral pleura;ovarian surface epithelial cell;vascular leptomeningeal cell (Mmus),
Aldh1a3,ENSMUSG00000015134,2,2,Retinaldehyde dehydrogenase 3 (RALDH-3) (RalDH3),Cytoplasm,luminal epithelial cell of mammary gland;mammary gland epithelial cell,
Aldh1l1,ENSMUSG00000030088,2,2,Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH),Cytoplasm,glioblast;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;hepatocyte,
Aldh1l2,ENSMUSG00000020256,2,2,Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH),Mitochondrion,,
Aldh2,ENSMUSG00000029455,1,1,"Aldehyde dehydrogenase, mitochondrial",Mitochondrion matrix,smooth muscle cell of the pulmonary artery,
Aldh3a1,ENSMUSG00000019102,2,2,"Aldehyde dehydrogenase, dimeric NADP-preferring",Cytoplasm,basal cell;basal cell of epidermis;stem cell of epidermis;keratinocyte;stratified epithelial cell;urothelial cell;bladder urothelial cell;epidermal cell;bladder cell,
Aldh4a1,ENSMUSG00000028737,2,2,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase)",Mitochondrion matrix,,
Aldh9a1,ENSMUSG00000026687,2,2,4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH),Cytoplasm,,
Aldoa,ENSMUSG00000030695,3,2,Fructose-bisphosphate aldolase A,Cytoplasm,Sertoli cell;Leydig cell,
Aldoc,ENSMUSG00000017390,3,2,Fructose-bisphosphate aldolase C,,glioblast;luminal epithelial cell of mammary gland;mammary gland epithelial cell;neuron associated cell;glial cell;macroglial cell;astrocyte;astrocyte of the cerebellum,
Alg13,ENSMUSG00000041718,2,2,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,Endoplasmic reticulum,,
Alk,ENSMUSG00000055471,2,2,ALK tyrosine kinase receptor,Cell membrane,interneuron;cortical interneuron;lamp5 GABAergic cortical interneuron;sst chodl GABAergic cortical interneuron;inhibitory interneuron;GABAergic neuron,MK;PTN
Alkbh5,ENSMUSG00000042650,2,2,RNA demethylase ALKBH5,Nucleus speckle,,
Alox12,ENSMUSG00000000320,2,2,Polyunsaturated fatty acid lipoxygenase ALOX12,Cytoplasm,kidney efferent arteriole endothelial cell;urothelial cell;urethra urothelial cell;epithelial cell of urethra,
Alox12b,ENSMUSG00000032807,2,2,"Arachidonate 12-lipoxygenase, 12R-type (12R-LOX) (12R-lipoxygenase)",Cytoplasm,squamous epithelial cell,
Alox12e,ENSMUSG00000018907,2,2,"Polyunsaturated fatty acid (12S)/(13S)-lipoxygenase, epidermal-type",Cytoplasm,,
Alox15,ENSMUSG00000018924,2,2,"Polyunsaturated fatty acid lipoxygenase ALOX15 (12/15-lipoxygenase) (12/15-LO) (Arachidonate 12-lipoxygenase, leukocyte-type) (12-LOX) (L-12LO)",Cytoplasm,urethra urothelial cell;epithelial cell of urethra;eosinophil;mature B cell;naive B cell,
Alox5,ENSMUSG00000025701,2,2,Polyunsaturated fatty acid 5-lipoxygenase,Cytoplasm,blood cell;granulocyte;eosinophil;neutrophil;Langerhans cell;mature B cell;naive B cell,
Alpl,ENSMUSG00000028766,2,2,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNAP) (TNSALP)",Cell membrane,,
Als2,ENSMUSG00000026024,2,2,Alsin (Amyotrophic lateral sclerosis 2 protein homolog),,granule cell;cerebellar granule cell,
Alx1,ENSMUSG00000036602,2,2,ALX homeobox protein 1 (Cartilage homeoprotein 1) (CART-1),Nucleus,,
Alx4,ENSMUSG00000040310,2,2,Homeobox protein aristaless-like 4 (ALX-4),Nucleus,,
Ambra1,ENSMUSG00000040506,2,2,Activating molecule in BECN1-regulated autophagy protein 1,Endoplasmic reticulum,,
Amd1,ENSMUSG00000075232,2,2,S-adenosylmethionine decarboxylase proenzyme 1 (AdoMetDC 1) (SAMDC 1),,,
Amelx,ENSMUSG00000031354,2,2,"Amelogenin, X isoform (Leucine-rich amelogenin peptide) (LRAP)",Secreted,,
Amer1,ENSMUSG00000050332,2,2,APC membrane recruitment protein 1 (Amer1) (Protein FAM123B),Cytoplasm,stromal cell of ovary;interstitial cell of ovary,
Amfr,ENSMUSG00000031751,2,2,E3 ubiquitin-protein ligase AMFR,Endoplasmic reticulum membrane,,
Amh,ENSMUSG00000035262,2,2,Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS),Secreted,duct epithelial cell,AMH
Amhr2,ENSMUSG00000023047,2,2,Anti-Muellerian hormone type-2 receptor,Membrane,duct epithelial cell;Sertoli cell;squamous epithelial cell;granulosa cell;ovarian surface epithelial cell,AMH
Amigo3,ENSMUSG00000032593,3,3,Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3),Membrane,,
Amy1,ENSMUSG00000074264,2,2,Alpha-amylase 1,Secreted,pancreatic acinar cell;acinar cell,
Amy2a5,ENSMUSG00000074268,2,2,Pancreatic alpha-amylase 2a5 (PA),Secreted,pancreatic acinar cell;acinar cell,
Anapc11,ENSMUSG00000025135,2,2,Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11),Cytoplasm,,
Anapc15,ENSMUSG00000030649,2,2,Anaphase-promoting complex subunit 15 (APC15),,,
Anapc16,ENSMUSG00000020107,2,2,Anaphase-promoting complex subunit 16 (APC16) (Cyclosome subunit 16),Cytoplasm,,
Anapc2,ENSMUSG00000026965,2,2,Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2),,,
Anapc4,ENSMUSG00000029176,2,2,Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4),Nucleus,,
Anapc5,ENSMUSG00000029472,2,2,Anaphase-promoting complex subunit 5 (APC5) (Cyclosome subunit 5),Nucleus,,
Ang,ENSMUSG00000072115,2,2,Angiogenin,Cytoplasmic vesicle,pancreatic A cell,
Angpt1,ENSMUSG00000022309,2,2,Angiopoietin-1 (ANG-1),Secreted,kidney connecting tubule epithelial cell;astrocyte of the cerebellum,
Angpt2,ENSMUSG00000031465,2,2,Angiopoietin-2 (ANG-2),Secreted,,
Angpt4,ENSMUSG00000027460,2,2,Angiopoietin-4 (ANG-4) (Angiopoietin-3) (ANG-3),Secreted,,
Angptl3,ENSMUSG00000028553,2,2,Angiopoietin-related protein 3 (Angiopoietin-like protein 3),Secreted,,
Angptl4,ENSMUSG00000002289,3,3,Angiopoietin-related protein 4 (425O18-1) (Angiopoietin-like protein 4) (Fasting-induced adipose factor) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP) (Secreted protein Bk89),Secreted,fibroblast of lung,
Angptl8,ENSMUSG00000047822,2,2,Angiopoietin-like protein 8 (Betatrophin) (Lipasin) (Refeeding-induced fat and liver protein),Secreted,,
Ank,ENSMUSG00000022265,3,2,Progressive ankylosis protein,Membrane,,
Ank1,ENSMUSG00000031543,2,2,Ankyrin-1 (ANK-1) (Erythrocyte ankyrin),Sarcoplasmic reticulum,Purkinje cell,
Ank2,ENSMUSG00000032826,2,1,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin),Cytoplasm,neural cell;Bergmann glial cell;neuron,
Ankle2,ENSMUSG00000029501,2,2,Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4),Endoplasmic reticulum membrane,,
Ankrd11,ENSMUSG00000035569,2,2,Ankyrin repeat domain-containing protein 11,Nucleus,,
Ankrd13a,ENSMUSG00000041870,2,2,Ankyrin repeat domain-containing protein 13A,Cell membrane;Late endosome,,
Ankrd13b,ENSMUSG00000037907,2,2,Ankyrin repeat domain-containing protein 13B,Cell membrane;Late endosome;Early endosome,,
Ankrd13d,ENSMUSG00000005986,2,2,Ankyrin repeat domain-containing protein 13D,Cell membrane;Late endosome,,
Anks6,ENSMUSG00000066191,2,2,Ankyrin repeat and SAM domain-containing protein 6 (SamCystin) (Sterile alpha motif domain-containing protein 6) (SAM domain-containing protein 6),Cell projection,,
Anln,ENSMUSG00000036777,2,2,Anillin,Nucleus,,
Ano1,ENSMUSG00000031075,2,2,Anoctamin-1 (Transmembrane protein 16A),Apical cell membrane,luminal epithelial cell of mammary gland;seminal vesicle glandular cell;urothelial cell;urethra urothelial cell;mammary gland epithelial cell;epithelial cell of urethra;pericyte;mural cell,
Ano5,ENSMUSG00000055489,2,2,Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein homolog) (Transmembrane protein 16E),Endoplasmic reticulum membrane,,
Anp32e,ENSMUSG00000015749,2,2,Acidic leucine-rich nuclear phosphoprotein 32 family member E (Cerebellar postnatal development protein 1) (LANP-like protein) (LANP-L),Cytoplasm;Nucleus,thymocyte;DN3 thymocyte,
Anxa2,ENSMUSG00000032231,2,2,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Secreted,,
Anxa6,ENSMUSG00000018340,2,2,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),Cytoplasm,muscle cell;smooth muscle cell;vascular associated smooth muscle cell;aortic smooth muscle cell;immature alpha-beta T cell;immature NK T cell,
Aox3,ENSMUSG00000064294,3,3,Aldehyde oxidase 3,Cytoplasm,basal epithelial cell of tracheobronchial tree;leptomeningeal cell,
Ap1b1,ENSMUSG00000009090,3,2,AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit),Cytoplasmic vesicle,,
Ap1g1,ENSMUSG00000031731,2,2,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),Golgi apparatus,,
Ap1s1,ENSMUSG00000004849,2,2,AP-1 complex subunit sigma-1A (Adaptor protein complex AP-1 subunit sigma-1A) (Adaptor-related protein complex 1 subunit sigma-1A) (Clathrin assembly protein complex 1 sigma-1A small chain) (Clathrin coat assembly protein AP19) (Golgi adaptor HA1/AP1 adaptin sigma-1A subunit) (HA1 19 kDa subunit) (Sigma 1a subunit of AP-1 clathrin) (Sigma-adaptin 1A) (Sigma1A-adaptin),Golgi apparatus;Cytoplasmic vesicle membrane,,
Ap2a1,ENSMUSG00000060279,2,2,AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit),Cell membrane,,
Ap2a2,ENSMUSG00000002957,2,2,AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit),Cell membrane,,
Ap2b1,ENSMUSG00000035152,3,2,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit),Cell membrane,,
Ap3b1,ENSMUSG00000021686,2,2,AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain),Cytoplasmic vesicle,,
Ap3b2,ENSMUSG00000062444,2,2,AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain),Cytoplasmic vesicle,,
Ap3m2,ENSMUSG00000031539,2,2,AP-3 complex subunit mu-2 (Adaptor-related protein complex 3 subunit mu-2) (Clathrin assembly protein assembly protein complex 3 mu-2 medium chain) (Clathrin coat assembly protein AP47 homolog 2) (Clathrin coat-associated protein AP47 homolog 2) (Golgi adaptor AP-1 47 kDa protein homolog 2) (HA1 47 kDa subunit homolog 2) (Mu3B-adaptin) (m3B) (P47B),Golgi apparatus;Cytoplasmic vesicle membrane,,
Ap3s2,ENSMUSG00000063801,2,2,AP-3 complex subunit sigma-2 (AP-3 complex subunit sigma-3B) (Adaptor-related protein complex 3 subunit sigma-2) (Sigma-3B-adaptin) (Sigma3B-adaptin) (Sigma-adaptin 3b),Golgi apparatus;Cytoplasmic vesicle membrane,,
Ap4s1,ENSMUSG00000020955,2,2,AP-4 complex subunit sigma-1 (AP-4 adaptor complex subunit sigma-1) (Adaptor-related protein complex 4 subunit sigma-1) (Sigma-1 subunit of AP-4) (Sigma-4-adaptin) (Sigma4-adaptin),Golgi apparatus,,
Ap5z1,ENSMUSG00000039623,2,2,AP-5 complex subunit zeta-1 (Adaptor-related protein complex 5 zeta subunit) (Zeta5),Cytoplasm,,
Apaf1,ENSMUSG00000019979,2,2,Apoptotic protease-activating factor 1 (APAF-1),Cytoplasm,,
Apba1,ENSMUSG00000024897,2,2,Amyloid-beta A4 precursor protein-binding family A member 1 (Adapter protein X11alpha) (Neuron-specific X11 protein) (Neuronal Munc18-1-interacting protein 1) (Mint-1),Cytoplasm,sncg GABAergic cortical interneuron;cerebellar Golgi cell,
Apba3,ENSMUSG00000004931,2,2,Amyloid-beta A4 precursor protein-binding family A member 3 (Adapter protein X11gamma) (Neuron-specific X11L2 protein) (Neuronal Munc18-1-interacting protein 3) (Mint-3),Cytoplasm,,
Apc,ENSMUSG00000005871,2,2,Adenomatous polyposis coli protein (Protein APC) (mAPC),Cell junction,meis2 expressing cortical GABAergic cell,
Apc2,ENSMUSG00000020135,2,2,Adenomatous polyposis coli protein 2,Cytoplasm,,
Apcs,ENSMUSG00000026542,2,2,Serum amyloid P-component (SAP),Secreted,,
Apex1,ENSMUSG00000035960,2,2,DNA-(apurinic or apyrimidinic site) endonuclease,Nucleus;Nucleus,mesothelial cell;skeletal muscle fiber,
Aph1c,ENSMUSG00000053040,2,2,Putative gamma-secretase subunit APH-1C,Membrane,,
Apip,ENSMUSG00000010911,2,2,Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase),Cytoplasm,,
Apln,ENSMUSG00000037010,2,2,Apelin (APJ endogenous ligand),Secreted,blood vessel endothelial cell;endothelial cell of artery;endothelial cell of vascular tree;tracheobronchial smooth muscle cell;bronchial smooth muscle cell,
Aplnr,ENSMUSG00000044338,2,2,Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (MSR),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of artery;capillary endothelial cell;endothelial cell;endothelial cell of vascular tree,APELIN;APJ
Aplp2,ENSMUSG00000031996,1,1,Amyloid beta precursor like protein 2 (Amyloid beta (A4) precursor-like protein 2) (Amyloid protein homolog) (Amyloid-like protein 2) (APLP-2) (CDEI box-binding protein) (CDEBP) (Sperm membrane protein YWK-II),Cell membrane,endocardial cell,
Apmap,ENSMUSG00000033096,2,2,Adipocyte plasma membrane-associated protein (Protein DD16),Membrane,,
Apoa1,ENSMUSG00000032083,1,1,Apolipoprotein A-I (Apo-AI) (ApoA-I) (Apolipoprotein A1),Secreted,hepatocyte;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid,ApoA
Apoa4,ENSMUSG00000032080,3,3,Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4),Secreted,,
Apob,ENSMUSG00000020609,4,2,Apolipoprotein B-100 (Apo B-100),Cytoplasm,hepatocyte,ApoB
Apobec1,ENSMUSG00000040613,2,2,C->U-editing enzyme APOBEC-1,Cytoplasm,classical monocyte,
Apobec3,ENSMUSG00000009585,2,2,DNA dC->dU-editing enzyme APOBEC-3,Cytoplasm,"mononuclear cell;lymphocyte;immature alpha-beta T cell;immature NK T cell;B cell;precursor B cell;erythroid progenitor cell;erythroid progenitor cell, mammalian;macrophage dendritic cell progenitor",
App,ENSMUSG00000022892,2,1,Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG),Cell membrane,sncg GABAergic cortical interneuron,APP
Appbp2,ENSMUSG00000018481,2,2,Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2),Nucleus,,
Appl1,ENSMUSG00000040760,2,2,"DCC-interacting protein 13-alpha (Dip13-alpha) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 1)",Early endosome membrane,,
Appl2,ENSMUSG00000020263,2,2,"DCC-interacting protein 13-beta (Dip13-beta) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 2)",Early endosome membrane,astrocyte,
Aqp2,ENSMUSG00000023013,2,2,Aquaporin-2 (AQP-2) (ADH water channel) (Aquaporin-CD) (AQP-CD) (Collecting duct water channel protein) (WCH-CD) (Water channel protein for renal collecting duct),Apical cell membrane,duct epithelial cell;kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;kidney connecting tubule epithelial cell;kidney collecting duct cell,
Aqp3,ENSMUSG00000028435,1,1,Aquaporin-3 (AQP-3) (Aquaglyceroporin-3),Cell membrane,keratinocyte stem cell;basal cell of epidermis;keratinocyte;stratified epithelial cell;bladder urothelial cell;basal epithelial cell of tracheobronchial tree;epidermal cell;bladder cell,
Aqp4,ENSMUSG00000024411,2,2,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),Cell membrane,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;basal epithelial cell of tracheobronchial tree;astrocyte of the cerebellum;kidney collecting duct cell,
Aqp5,ENSMUSG00000044217,2,2,Aquaporin-5 (AQP-5),Apical cell membrane,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;luminal epithelial cell of mammary gland;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;respiratory epithelial cell;epithelial cell of lower respiratory tract;bronchial epithelial cell;basal epithelial cell of tracheobronchial tree;mammary gland epithelial cell;lung secretory cell,
